../CholecT45/CholecT45/data/VID25,47,8,9
../CholecT45/CholecT45/data/VID25,7,65,1
../CholecT45/CholecT45/data/VID25,55,31,2
../CholecT45/CholecT45/data/VID25,85,3,0
../CholecT45/CholecT45/data/VID25,94,16,9
../CholecT45/CholecT45/data/VID25,85,90,1
../CholecT45/CholecT45/data/VID25,178,8,1
../CholecT45/CholecT45/data/VID25,187,3,1
../CholecT45/CholecT45/data/VID25,212,4,1
../CholecT45/CholecT45/data/VID25,110,131,2
../CholecT45/CholecT45/data/VID25,242,22,2
../CholecT45/CholecT45/data/VID25,262,5,1
../CholecT45/CholecT45/data/VID25,266,1,9
../CholecT45/CholecT45/data/VID25,267,98,2
../CholecT45/CholecT45/data/VID25,332,79,1
../CholecT45/CholecT45/data/VID25,436,34,1
../CholecT45/CholecT45/data/VID25,366,104,2
../CholecT45/CholecT45/data/VID25,472,112,1
../CholecT45/CholecT45/data/VID25,471,113,2
../CholecT45/CholecT45/data/VID25,585,81,2
../CholecT45/CholecT45/data/VID25,672,15,1
../CholecT45/CholecT45/data/VID25,671,16,9
../CholecT45/CholecT45/data/VID25,692,4,1
../CholecT45/CholecT45/data/VID25,720,42,1
../CholecT45/CholecT45/data/VID25,763,5,1
../CholecT45/CholecT45/data/VID25,687,81,2
../CholecT45/CholecT45/data/VID25,769,27,1
../CholecT45/CholecT45/data/VID25,769,56,2
../CholecT45/CholecT45/data/VID25,797,56,1
../CholecT45/CholecT45/data/VID25,826,27,2
../CholecT45/CholecT45/data/VID25,853,33,9
../CholecT45/CholecT45/data/VID25,887,1,9
../CholecT45/CholecT45/data/VID25,891,1,9
../CholecT45/CholecT45/data/VID25,867,26,1
../CholecT45/CholecT45/data/VID25,900,1,9
../CholecT45/CholecT45/data/VID25,919,11,9
../CholecT45/CholecT45/data/VID25,931,23,4
../CholecT45/CholecT45/data/VID25,955,13,4
../CholecT45/CholecT45/data/VID25,899,72,1
../CholecT45/CholecT45/data/VID25,1001,38,5
../CholecT45/CholecT45/data/VID25,993,66,1
../CholecT45/CholecT45/data/VID25,1060,2,1
../CholecT45/CholecT45/data/VID25,1060,18,2
../CholecT45/CholecT45/data/VID25,1081,39,1
../CholecT45/CholecT45/data/VID25,1079,60,2
../CholecT45/CholecT45/data/VID25,1124,16,1
../CholecT45/CholecT45/data/VID25,1140,5,9
../CholecT45/CholecT45/data/VID25,1225,22,9
../CholecT45/CholecT45/data/VID25,1247,24,2
../CholecT45/CholecT45/data/VID25,1271,1,9
../CholecT45/CholecT45/data/VID25,1164,132,1
../CholecT45/CholecT45/data/VID25,1282,31,2
../CholecT45/CholecT45/data/VID25,1313,14,1
../CholecT45/CholecT45/data/VID25,1342,4,1
../CholecT45/CholecT45/data/VID25,1321,80,2
../CholecT45/CholecT45/data/VID25,1350,115,1
../CholecT45/CholecT45/data/VID25,1420,50,2
../CholecT45/CholecT45/data/VID25,1471,18,9
../CholecT45/CholecT45/data/VID25,1503,10,9
../CholecT45/CholecT45/data/VID25,1521,14,0
../CholecT45/CholecT45/data/VID25,1478,64,2
../CholecT45/CholecT45/data/VID25,1538,15,0
../CholecT45/CholecT45/data/VID25,1542,11,9
../CholecT45/CholecT45/data/VID25,1466,123,1
../CholecT45/CholecT45/data/VID25,1553,45,2
../CholecT45/CholecT45/data/VID25,1598,2,0
../CholecT45/CholecT45/data/VID25,1636,2,9
../CholecT45/CholecT45/data/VID25,1645,17,8
../CholecT45/CholecT45/data/VID25,1668,16,9
../CholecT45/CholecT45/data/VID25,1622,82,0
../CholecT45/CholecT45/data/VID25,1704,27,9
../CholecT45/CholecT45/data/VID25,1738,1,9
../CholecT45/CholecT45/data/VID25,1741,10,7
../CholecT45/CholecT45/data/VID25,1751,9,6
../CholecT45/CholecT45/data/VID25,1760,8,7
../CholecT45/CholecT45/data/VID25,1768,8,6
../CholecT45/CholecT45/data/VID25,1776,3,7
../CholecT45/CholecT45/data/VID25,1779,4,6
../CholecT45/CholecT45/data/VID25,1783,9,7
../CholecT45/CholecT45/data/VID25,1731,63,1
../CholecT45/CholecT45/data/VID25,1792,3,6
../CholecT45/CholecT45/data/VID25,1798,14,9
../CholecT45/CholecT45/data/VID25,1806,12,7
../CholecT45/CholecT45/data/VID25,1818,3,6
../CholecT45/CholecT45/data/VID25,1821,4,7
../CholecT45/CholecT45/data/VID25,1825,8,6
../CholecT45/CholecT45/data/VID25,1833,5,7
../CholecT45/CholecT45/data/VID25,1838,8,6
../CholecT45/CholecT45/data/VID25,1847,6,9
../CholecT45/CholecT45/data/VID25,1851,66,3
../CholecT45/CholecT45/data/VID25,1916,5,7
../CholecT45/CholecT45/data/VID25,1921,1,6
../CholecT45/CholecT45/data/VID25,1923,2,6
../CholecT45/CholecT45/data/VID25,1926,1,7
../CholecT45/CholecT45/data/VID25,1927,2,6
../CholecT45/CholecT45/data/VID25,1929,2,9
../CholecT45/CholecT45/data/VID25,1929,49,3
../CholecT45/CholecT45/data/VID25,1978,2,7
../CholecT45/CholecT45/data/VID25,1980,3,6
../CholecT45/CholecT45/data/VID25,1984,33,3
../CholecT45/CholecT45/data/VID25,2014,7,6
../CholecT45/CholecT45/data/VID25,2047,1,9
../CholecT45/CholecT45/data/VID25,2021,32,3
../CholecT45/CholecT45/data/VID25,2054,2,9
../CholecT45/CholecT45/data/VID25,1796,267,1
../CholecT45/CholecT45/data/VID25,2061,7,6
../CholecT45/CholecT45/data/VID25,2068,2,7
../CholecT45/CholecT45/data/VID25,2070,2,6
../CholecT45/CholecT45/data/VID25,2072,1,7
../CholecT45/CholecT45/data/VID25,2073,1,6
../CholecT45/CholecT45/data/VID25,2079,2,9
../CholecT45/CholecT45/data/VID25,2076,6,0
../CholecT45/CholecT45/data/VID25,2084,1,0
../CholecT45/CholecT45/data/VID25,2091,4,0
../CholecT45/CholecT45/data/VID25,2096,18,0
../CholecT45/CholecT45/data/VID25,2116,2,9
../CholecT45/CholecT45/data/VID25,2119,11,0
../CholecT45/CholecT45/data/VID31,0,6,1
../CholecT45/CholecT45/data/VID31,6,3,9
../CholecT45/CholecT45/data/VID31,54,27,1
../CholecT45/CholecT45/data/VID31,95,14,1
../CholecT45/CholecT45/data/VID31,123,2,1
../CholecT45/CholecT45/data/VID31,129,8,1
../CholecT45/CholecT45/data/VID31,170,336,2
../CholecT45/CholecT45/data/VID31,513,17,3
../CholecT45/CholecT45/data/VID31,503,35,0
../CholecT45/CholecT45/data/VID31,541,8,2
../CholecT45/CholecT45/data/VID31,550,11,9
../CholecT45/CholecT45/data/VID31,561,6,2
../CholecT45/CholecT45/data/VID31,569,2,9
../CholecT45/CholecT45/data/VID31,578,6,9
../CholecT45/CholecT45/data/VID31,588,31,2
../CholecT45/CholecT45/data/VID31,625,18,2
../CholecT45/CholecT45/data/VID31,151,522,1
../CholecT45/CholecT45/data/VID31,674,190,1
../CholecT45/CholecT45/data/VID31,652,212,2
../CholecT45/CholecT45/data/VID31,867,46,2
../CholecT45/CholecT45/data/VID31,913,12,9
../CholecT45/CholecT45/data/VID31,865,76,1
../CholecT45/CholecT45/data/VID31,926,17,2
../CholecT45/CholecT45/data/VID31,943,16,1
../CholecT45/CholecT45/data/VID31,959,9,9
../CholecT45/CholecT45/data/VID31,981,7,9
../CholecT45/CholecT45/data/VID31,988,141,2
../CholecT45/CholecT45/data/VID31,969,216,1
../CholecT45/CholecT45/data/VID31,1186,70,1
../CholecT45/CholecT45/data/VID31,1159,97,2
../CholecT45/CholecT45/data/VID31,1271,113,2
../CholecT45/CholecT45/data/VID31,1385,6,9
../CholecT45/CholecT45/data/VID31,1398,29,2
../CholecT45/CholecT45/data/VID31,1472,50,2
../CholecT45/CholecT45/data/VID31,1538,16,2
../CholecT45/CholecT45/data/VID31,1555,6,9
../CholecT45/CholecT45/data/VID31,1561,23,2
../CholecT45/CholecT45/data/VID31,1587,21,2
../CholecT45/CholecT45/data/VID31,1610,82,2
../CholecT45/CholecT45/data/VID31,1705,45,2
../CholecT45/CholecT45/data/VID31,1752,76,2
../CholecT45/CholecT45/data/VID31,1830,64,2
../CholecT45/CholecT45/data/VID31,1906,8,2
../CholecT45/CholecT45/data/VID31,1257,659,1
../CholecT45/CholecT45/data/VID31,1929,181,2
../CholecT45/CholecT45/data/VID31,2112,50,2
../CholecT45/CholecT45/data/VID31,2188,39,2
../CholecT45/CholecT45/data/VID31,2232,22,2
../CholecT45/CholecT45/data/VID31,2254,1,9
../CholecT45/CholecT45/data/VID31,2271,20,3
../CholecT45/CholecT45/data/VID31,2303,42,2
../CholecT45/CholecT45/data/VID31,2358,44,2
../CholecT45/CholecT45/data/VID31,2403,44,2
../CholecT45/CholecT45/data/VID31,2476,8,9
../CholecT45/CholecT45/data/VID31,1917,587,1
../CholecT45/CholecT45/data/VID31,2500,15,9
../CholecT45/CholecT45/data/VID31,2518,6,6
../CholecT45/CholecT45/data/VID31,2536,12,3
../CholecT45/CholecT45/data/VID31,2505,55,1
../CholecT45/CholecT45/data/VID31,2558,12,9
../CholecT45/CholecT45/data/VID31,2571,14,2
../CholecT45/CholecT45/data/VID31,2587,7,2
../CholecT45/CholecT45/data/VID31,2594,6,9
../CholecT45/CholecT45/data/VID31,2601,56,2
../CholecT45/CholecT45/data/VID31,2561,162,1
../CholecT45/CholecT45/data/VID31,2680,43,9
../CholecT45/CholecT45/data/VID31,2754,3,1
../CholecT45/CholecT45/data/VID31,2798,11,1
../CholecT45/CholecT45/data/VID31,2724,126,2
../CholecT45/CholecT45/data/VID31,2854,8,9
../CholecT45/CholecT45/data/VID31,2850,19,1
../CholecT45/CholecT45/data/VID31,2874,16,9
../CholecT45/CholecT45/data/VID31,2892,25,2
../CholecT45/CholecT45/data/VID31,2870,56,1
../CholecT45/CholecT45/data/VID31,2918,8,2
../CholecT45/CholecT45/data/VID31,2937,8,1
../CholecT45/CholecT45/data/VID31,2936,28,9
../CholecT45/CholecT45/data/VID31,2967,24,2
../CholecT45/CholecT45/data/VID31,2952,46,1
../CholecT45/CholecT45/data/VID31,3005,42,2
../CholecT45/CholecT45/data/VID31,3047,6,3
../CholecT45/CholecT45/data/VID31,3055,21,9
../CholecT45/CholecT45/data/VID31,3077,19,3
../CholecT45/CholecT45/data/VID31,3096,12,2
../CholecT45/CholecT45/data/VID31,2999,200,1
../CholecT45/CholecT45/data/VID31,3129,110,4
../CholecT45/CholecT45/data/VID31,3240,21,4
../CholecT45/CholecT45/data/VID31,3200,116,1
../CholecT45/CholecT45/data/VID31,3283,33,5
../CholecT45/CholecT45/data/VID31,3316,7,9
../CholecT45/CholecT45/data/VID31,3333,18,4
../CholecT45/CholecT45/data/VID31,3362,22,9
../CholecT45/CholecT45/data/VID31,3392,15,4
../CholecT45/CholecT45/data/VID31,3444,6,9
../CholecT45/CholecT45/data/VID31,3463,19,4
../CholecT45/CholecT45/data/VID31,3530,12,5
../CholecT45/CholecT45/data/VID31,3319,248,1
../CholecT45/CholecT45/data/VID31,3567,54,2
../CholecT45/CholecT45/data/VID31,3616,39,1
../CholecT45/CholecT45/data/VID31,3630,27,2
../CholecT45/CholecT45/data/VID31,3657,23,1
../CholecT45/CholecT45/data/VID31,3681,5,1
../CholecT45/CholecT45/data/VID31,3705,13,9
../CholecT45/CholecT45/data/VID31,3719,51,2
../CholecT45/CholecT45/data/VID31,3770,6,0
../CholecT45/CholecT45/data/VID31,3687,94,1
../CholecT45/CholecT45/data/VID31,3806,3,0
../CholecT45/CholecT45/data/VID31,3814,69,0
../CholecT45/CholecT45/data/VID31,3883,17,1
../CholecT45/CholecT45/data/VID31,3888,17,9
../CholecT45/CholecT45/data/VID31,3893,22,6
../CholecT45/CholecT45/data/VID31,3915,26,9
../CholecT45/CholecT45/data/VID31,3905,38,1
../CholecT45/CholecT45/data/VID18,6,3,1
../CholecT45/CholecT45/data/VID18,7,14,9
../CholecT45/CholecT45/data/VID18,37,83,2
../CholecT45/CholecT45/data/VID18,120,6,3
../CholecT45/CholecT45/data/VID18,126,40,2
../CholecT45/CholecT45/data/VID18,166,5,9
../CholecT45/CholecT45/data/VID18,12,163,1
../CholecT45/CholecT45/data/VID18,196,6,9
../CholecT45/CholecT45/data/VID18,203,108,2
../CholecT45/CholecT45/data/VID18,195,161,1
../CholecT45/CholecT45/data/VID18,312,44,2
../CholecT45/CholecT45/data/VID18,366,3,1
../CholecT45/CholecT45/data/VID18,367,2,9
../CholecT45/CholecT45/data/VID18,372,39,2
../CholecT45/CholecT45/data/VID18,371,42,1
../CholecT45/CholecT45/data/VID18,430,1,1
../CholecT45/CholecT45/data/VID18,434,3,1
../CholecT45/CholecT45/data/VID18,441,13,1
../CholecT45/CholecT45/data/VID18,456,31,1
../CholecT45/CholecT45/data/VID18,463,107,2
../CholecT45/CholecT45/data/VID18,571,55,2
../CholecT45/CholecT45/data/VID18,627,15,2
../CholecT45/CholecT45/data/VID18,570,137,1
../CholecT45/CholecT45/data/VID18,772,1,1
../CholecT45/CholecT45/data/VID18,643,133,2
../CholecT45/CholecT45/data/VID18,774,18,1
../CholecT45/CholecT45/data/VID18,787,20,4
../CholecT45/CholecT45/data/VID18,808,16,4
../CholecT45/CholecT45/data/VID18,832,37,4
../CholecT45/CholecT45/data/VID18,883,8,9
../CholecT45/CholecT45/data/VID18,902,18,4
../CholecT45/CholecT45/data/VID18,926,35,4
../CholecT45/CholecT45/data/VID18,795,195,1
../CholecT45/CholecT45/data/VID18,973,18,5
../CholecT45/CholecT45/data/VID18,992,22,5
../CholecT45/CholecT45/data/VID18,1015,12,1
../CholecT45/CholecT45/data/VID18,1112,21,1
../CholecT45/CholecT45/data/VID18,1026,197,2
../CholecT45/CholecT45/data/VID18,1224,3,1
../CholecT45/CholecT45/data/VID18,1228,42,2
../CholecT45/CholecT45/data/VID18,1270,6,9
../CholecT45/CholecT45/data/VID18,1267,56,1
../CholecT45/CholecT45/data/VID18,1276,48,2
../CholecT45/CholecT45/data/VID18,1324,4,1
../CholecT45/CholecT45/data/VID18,1327,27,2
../CholecT45/CholecT45/data/VID18,1358,2,9
../CholecT45/CholecT45/data/VID18,1339,25,1
../CholecT45/CholecT45/data/VID18,1365,12,9
../CholecT45/CholecT45/data/VID18,1372,6,1
../CholecT45/CholecT45/data/VID18,1377,34,2
../CholecT45/CholecT45/data/VID18,1412,2,1
../CholecT45/CholecT45/data/VID18,1414,27,2
../CholecT45/CholecT45/data/VID18,1439,6,1
../CholecT45/CholecT45/data/VID18,1441,5,9
../CholecT45/CholecT45/data/VID18,1446,94,2
../CholecT45/CholecT45/data/VID18,1541,4,1
../CholecT45/CholecT45/data/VID18,1550,82,2
../CholecT45/CholecT45/data/VID18,1546,87,1
../CholecT45/CholecT45/data/VID18,1631,4,0
../CholecT45/CholecT45/data/VID18,1647,63,0
../CholecT45/CholecT45/data/VID18,1680,30,9
../CholecT45/CholecT45/data/VID18,1735,13,9
../CholecT45/CholecT45/data/VID18,1739,43,3
../CholecT45/CholecT45/data/VID18,1781,4,7
../CholecT45/CholecT45/data/VID18,1785,5,6
../CholecT45/CholecT45/data/VID18,1790,3,7
../CholecT45/CholecT45/data/VID18,1782,12,9
../CholecT45/CholecT45/data/VID18,1793,4,6
../CholecT45/CholecT45/data/VID18,1797,8,9
../CholecT45/CholecT45/data/VID18,1797,28,3
../CholecT45/CholecT45/data/VID18,1823,4,7
../CholecT45/CholecT45/data/VID18,1729,109,1
../CholecT45/CholecT45/data/VID18,1827,12,6
../CholecT45/CholecT45/data/VID18,1839,3,1
../CholecT45/CholecT45/data/VID18,1841,2,6
../CholecT45/CholecT45/data/VID18,1839,9,9
../CholecT45/CholecT45/data/VID18,1843,8,7
../CholecT45/CholecT45/data/VID18,1849,3,1
../CholecT45/CholecT45/data/VID18,1851,17,6
../CholecT45/CholecT45/data/VID18,1864,6,9
../CholecT45/CholecT45/data/VID18,1872,2,1
../CholecT45/CholecT45/data/VID18,1870,11,6
../CholecT45/CholecT45/data/VID18,1891,7,9
../CholecT45/CholecT45/data/VID18,1883,19,0
../CholecT45/CholecT45/data/VID18,1916,7,9
../CholecT45/CholecT45/data/VID18,1924,19,0
../CholecT45/CholecT45/data/VID32,0,5,2
../CholecT45/CholecT45/data/VID32,5,4,9
../CholecT45/CholecT45/data/VID32,9,18,2
../CholecT45/CholecT45/data/VID32,27,17,3
../CholecT45/CholecT45/data/VID32,45,4,2
