../CholecT45/CholecT45/data_split/7_action_3730_2039_2041 3 7
../CholecT45/CholecT45/data_split/0_action_2168_1704_1724 21 0
../CholecT45/CholecT45/data_split/1_action_3257_1181_1185 5 1
../CholecT45/CholecT45/data_split/1_action_2096_2039_2066 28 1
../CholecT45/CholecT45/data_split/6_action_1137_1506_1509 4 6
../CholecT45/CholecT45/data_split/3_action_2201_411_422 12 3
../CholecT45/CholecT45/data_split/2_action_1345_1253_1372 120 2
../CholecT45/CholecT45/data_split/2_action_4081_881_905 25 2
../CholecT45/CholecT45/data_split/6_action_3132_765_768 4 6
../CholecT45/CholecT45/data_split/0_action_1448_3106_3124 19 0
../CholecT45/CholecT45/data_split/6_action_392_1711_1723 13 6
../CholecT45/CholecT45/data_split/3_action_1941_850_866 17 3
../CholecT45/CholecT45/data_split/9_action_4236_1783_1788 6 9
../CholecT45/CholecT45/data_split/1_action_847_1664_1670 7 1
../CholecT45/CholecT45/data_split/9_action_370_1478_1478 1 9
../CholecT45/CholecT45/data_split/9_action_259_883_890 8 9
../CholecT45/CholecT45/data_split/1_action_2312_96_440 345 1
../CholecT45/CholecT45/data_split/2_action_1664_624_628 5 2
../CholecT45/CholecT45/data_split/2_action_214_3567_3620 54 2
../CholecT45/CholecT45/data_split/6_action_3125_700_714 15 6
../CholecT45/CholecT45/data_split/1_action_878_78_84 7 1
../CholecT45/CholecT45/data_split/2_action_2991_698_728 31 2
../CholecT45/CholecT45/data_split/9_action_2965_1717_1719 3 9
../CholecT45/CholecT45/data_split/3_action_4087_1002_1020 19 3
../CholecT45/CholecT45/data_split/9_action_2777_1786_1793 8 9
../CholecT45/CholecT45/data_split/3_action_690_1497_1523 27 3
../CholecT45/CholecT45/data_split/9_action_1556_1790_1793 4 9
../CholecT45/CholecT45/data_split/9_action_2636_162_178 17 9
../CholecT45/CholecT45/data_split/1_action_570_2026_2028 3 1
../CholecT45/CholecT45/data_split/9_action_179_2594_2599 6 9
../CholecT45/CholecT45/data_split/0_action_983_1197_1207 11 0
../CholecT45/CholecT45/data_split/6_action_1456_3272_3279 8 6
../CholecT45/CholecT45/data_split/0_action_667_1283_1283 1 0
../CholecT45/CholecT45/data_split/3_action_1438_2998_3013 16 3
../CholecT45/CholecT45/data_split/4_action_3965_698_746 49 4
../CholecT45/CholecT45/data_split/1_action_1358_1571_1582 12 1
../CholecT45/CholecT45/data_split/9_action_70_1704_1730 27 9
../CholecT45/CholecT45/data_split/1_action_627_941_950 10 1
../CholecT45/CholecT45/data_split/2_action_2915_653_658 6 2
../CholecT45/CholecT45/data_split/9_action_775_1218_1228 11 9
../CholecT45/CholecT45/data_split/2_action_3931_251_271 21 2
../CholecT45/CholecT45/data_split/4_action_732_591_613 23 4
../CholecT45/CholecT45/data_split/1_action_1543_1499_1652 154 1
../CholecT45/CholecT45/data_split/1_action_430_371_442 72 1
../CholecT45/CholecT45/data_split/2_action_1943_906_943 38 2
../CholecT45/CholecT45/data_split/1_action_2789_82_211 130 1
../CholecT45/CholecT45/data_split/1_action_4324_151_158 8 1
../CholecT45/CholecT45/data_split/0_action_3805_282_284 3 0
../CholecT45/CholecT45/data_split/9_action_2304_1771_1776 6 9
../CholecT45/CholecT45/data_split/1_action_120_95_108 14 1
../CholecT45/CholecT45/data_split/2_action_3388_1040_1077 38 2
../CholecT45/CholecT45/data_split/1_action_3446_800_810 11 1
../CholecT45/CholecT45/data_split/9_action_1963_1520_1532 13 9
../CholecT45/CholecT45/data_split/1_action_3051_1585_1585 1 1
../CholecT45/CholecT45/data_split/9_action_0_47_54 8 9
../CholecT45/CholecT45/data_split/3_action_576_69_81 13 3
../CholecT45/CholecT45/data_split/0_action_3093_2524_2532 9 0
../CholecT45/CholecT45/data_split/1_action_2663_800_1068 269 1
../CholecT45/CholecT45/data_split/3_action_371_1493_1525 33 3
../CholecT45/CholecT45/data_split/1_action_3281_1846_1846 1 1
../CholecT45/CholecT45/data_split/3_action_2129_305_307 3 3
../CholecT45/CholecT45/data_split/9_action_3517_743_745 3 9
../CholecT45/CholecT45/data_split/9_action_1226_675_698 24 9
../CholecT45/CholecT45/data_split/2_action_3433_173_454 282 2
../CholecT45/CholecT45/data_split/2_action_2500_113_195 83 2
../CholecT45/CholecT45/data_split/2_action_3830_1167_1242 76 2
../CholecT45/CholecT45/data_split/5_action_684_1433_1452 20 5
../CholecT45/CholecT45/data_split/3_action_3045_1534_1545 12 3
../CholecT45/CholecT45/data_split/9_action_1990_1864_1871 8 9
../CholecT45/CholecT45/data_split/1_action_3807_288_352 65 1
../CholecT45/CholecT45/data_split/7_action_4378_881_883 3 7
../CholecT45/CholecT45/data_split/4_action_1260_1659_1670 12 4
../CholecT45/CholecT45/data_split/2_action_1957_1238_1311 74 2
../CholecT45/CholecT45/data_split/9_action_3820_589_592 4 9
../CholecT45/CholecT45/data_split/7_action_1889_1708_1710 3 7
../CholecT45/CholecT45/data_split/1_action_144_969_1184 216 1
../CholecT45/CholecT45/data_split/9_action_3540_1191_1198 8 9
../CholecT45/CholecT45/data_split/1_action_1850_775_785 11 1
../CholecT45/CholecT45/data_split/9_action_3054_1603_1619 17 9
../CholecT45/CholecT45/data_split/1_action_1346_1370_1375 6 1
../CholecT45/CholecT45/data_split/2_action_2435_564_587 24 2
../CholecT45/CholecT45/data_split/9_action_193_2936_2963 28 9
../CholecT45/CholecT45/data_split/0_action_1263_1782_1785 4 0
../CholecT45/CholecT45/data_split/7_action_3979_962_962 1 7
../CholecT45/CholecT45/data_split/1_action_1377_1939_1959 21 1
../CholecT45/CholecT45/data_split/2_action_2904_345_362 18 2
../CholecT45/CholecT45/data_split/1_action_2037_735_796 62 1
../CholecT45/CholecT45/data_split/6_action_776_1254_1254 1 6
../CholecT45/CholecT45/data_split/9_action_2707_0_9 10 9
../CholecT45/CholecT45/data_split/6_action_1612_2772_2879 108 6
../CholecT45/CholecT45/data_split/3_action_1310_215_224 10 3
../CholecT45/CholecT45/data_split/9_action_2433_483_483 1 9
../CholecT45/CholecT45/data_split/1_action_2089_1921_1924 4 1
../CholecT45/CholecT45/data_split/3_action_3359_722_735 14 3
../CholecT45/CholecT45/data_split/7_action_4139_1776_1777 2 7
../CholecT45/CholecT45/data_split/4_action_4350_602_603 2 4
../CholecT45/CholecT45/data_split/3_action_1295_79_85 7 3
../CholecT45/CholecT45/data_split/2_action_19_585_665 81 2
../CholecT45/CholecT45/data_split/1_action_2363_2702_2727 26 1
../CholecT45/CholecT45/data_split/1_action_1791_1653_1796 144 1
../CholecT45/CholecT45/data_split/1_action_2143_1268_1269 2 1
../CholecT45/CholecT45/data_split/1_action_2444_722_732 11 1
../CholecT45/CholecT45/data_split/1_action_4198_857_863 7 1
../CholecT45/CholecT45/data_split/0_action_3361_738_745 8 0
../CholecT45/CholecT45/data_split/9_action_1287_2218_2220 3 9
../CholecT45/CholecT45/data_split/7_action_4423_1257_1257 1 7
../CholecT45/CholecT45/data_split/2_action_3500_450_455 6 2
../CholecT45/CholecT45/data_split/9_action_3706_1786_1792 7 9
../CholecT45/CholecT45/data_split/0_action_3351_665_667 3 0
../CholecT45/CholecT45/data_split/2_action_4373_794_804 11 2
../CholecT45/CholecT45/data_split/3_action_3871_2009_2010 2 3
../CholecT45/CholecT45/data_split/1_action_2080_1666_1672 7 1
../CholecT45/CholecT45/data_split/7_action_4409_1214_1214 1 7
../CholecT45/CholecT45/data_split/2_action_2787_90_195 106 2
../CholecT45/CholecT45/data_split/0_action_2890_1597_1598 2 0
../CholecT45/CholecT45/data_split/1_action_1604_2727_2737 11 1
../CholecT45/CholecT45/data_split/9_action_130_578_583 6 9
../CholecT45/CholecT45/data_split/0_action_1290_2254_2259 6 0
../CholecT45/CholecT45/data_split/1_action_1041_2017_2017 1 1
../CholecT45/CholecT45/data_split/9_action_3736_2068_2076 9 9
../CholecT45/CholecT45/data_split/1_action_1383_2066_2075 10 1
../CholecT45/CholecT45/data_split/9_action_3397_1250_1252 3 9
../CholecT45/CholecT45/data_split/0_action_3564_1597_1654 58 0
../CholecT45/CholecT45/data_split/1_action_3296_1985_1988 4 1
../CholecT45/CholecT45/data_split/9_action_1123_1354_1394 41 9
../CholecT45/CholecT45/data_split/2_action_2598_337_519 183 2
../CholecT45/CholecT45/data_split/1_action_244_371_412 42 1
../CholecT45/CholecT45/data_split/9_action_3698_1643_1646 4 9
../CholecT45/CholecT45/data_split/2_action_2593_221_234 14 2
../CholecT45/CholecT45/data_split/6_action_4260_1970_1971 2 6
../CholecT45/CholecT45/data_split/1_action_2830_899_1053 155 1
../CholecT45/CholecT45/data_split/6_action_311_1870_1880 11 6
../CholecT45/CholecT45/data_split/0_action_3386_1052_1054 3 0
../CholecT45/CholecT45/data_split/2_action_516_624_643 20 2
../CholecT45/CholecT45/data_split/2_action_3279_1820_1831 12 2
../CholecT45/CholecT45/data_split/6_action_3942_402_424 23 6
../CholecT45/CholecT45/data_split/3_action_553_1553_1560 8 3
../CholecT45/CholecT45/data_split/9_action_2271_1501_1502 2 9
../CholecT45/CholecT45/data_split/0_action_313_1883_1901 19 0
../CholecT45/CholecT45/data_split/7_action_1186_1913_1914 2 7
../CholecT45/CholecT45/data_split/2_action_1097_981_1021 41 2
../CholecT45/CholecT45/data_split/9_action_95_1929_1930 2 9
../CholecT45/CholecT45/data_split/3_action_3943_433_466 34 3
